file_number,category,doc_type,order_date,fsa,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-037369-26,L4,ExParte Order,2026-05-04,L1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z0PEdIAM/LTB-L-037369-26_EX.pdf,text,"[300.0, 2622.3, 1822.3, 650.0, 20.68, 628.92, 1230.55, 20.68, 1822.3, 115.64, 0.0, 650.0, 57.39, 20.68, 1230.55, 20.68]",[2622.3],1822.3,arrears,"Period  Amount  Amount owing from previous  order   Up to February 28, 2026     >>>$1,822.30<<<     New Arrears     April 1, 2026, to May 4, 2026     $115.64  New NSF cheque c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000150-26,L4,Order,2026-01-07,N7T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rXeucIAC/LTB-L-000150-26-EX.pdf,text,"[80.0, 3311.0, 3231.0, 1300.0, 43.73, 1330.0, 1292.66, 43.73, 3231.0, 1300.0, 27.45, 43.73, 1292.66, 43.73]",[3311.0],3231.0,arrears,"Period  Amount  Amount owing from previous  order   Up to November 30, 2025     >>>$3,231.00<<<     New Arrears     January 1, 2026 to January 7,  2026     $(610.89)     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094054-25,L4,Order,2026-01-06,N9E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rXlrGIAS/LTB-L-094054-25-SA.pdf,text,[430.0],[],430.0,other,nal  time to leave.  3. At the time of the hearing the Tenant owed the Landlord >>>$430.00<<< of the rent and could not  transfer the balance until the following day due to,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-098181-25,L4,Order,2026-01-12,L6H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rpylEIAQ/LTB-L-098181-25-SA.pdf,text,"[6286.0, 5957.68, 9606.48, 3000.0, 80000.0, 5400.0, 4000.0, 900.0]",[],9606.48,arrears,"portunities to reduce the arrears, the arrears have increased to  approximately >>>$9,606.48<<<. This pattern of non-compliance demonstrates an inability or  unwillingness to","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-014068-26,L4,ExParte Order,2026-02-23,M9M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uMPHTIA4/LTB-L-014068-26-EX(L4).pdf,text,"[1714.25, 1714.15, 1719.48, 0.0, 1714.15, 5.33, 1719.48]",[],1714.15,arrears,"ason for amount owing  Period  Amount     $0.00     Less the rent deposit:     ->>>$1,714.15<<<        Less the interest owing on the  rent deposit  January 1, 2026 to Februar",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-028797-26,L4,ExParte Order,2026-04-17,M8W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xoYCfIAM/LTB-L-028797-26-EX - April 17 2026.doc.pdf,text,"[1000.0, 13947.58, 9986.62, 2039.04, 67.04, 2039.04, 9483.75, 67.04, 9986.62, 1548.72, 2039.04, 12.55, 67.04, 9483.75, 67.04]",[13947.58],9986.62,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$9,986.62<<<     New Arrears     February 1, 2026, to April 17,  2026     $1,548.72     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-036509-26,L4,ExParte Order,2026-05-01,M4L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yoTSbIAM/LTB-L-036509-26-EX.pdf,text,"[2286.0, 2286.0, 1100.0, 69.04, 2100.0, 1169.04, 69.04, 1100.0, 69.04, 69.04, 1169.04, 69.04]",[2286.0],1169.04,arrears,"the Landlord on or after May 13, 2026.  5. The Tenant shall pay to the Landlord >>>$1,169.04<<<*. (Less any payments made by the  Tenant after this application was filed on Ap",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-004197-26,L4,ExParte Order,2026-01-21,N6B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sTb5CIAS/LTB-L-004197-26-Signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-025025-26,L4,ExParte Order,2026-03-30,L3V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wQZiJIAW/LTB-L-025025-26-EX - March 30 2026.pdf,text,"[415.5, 6186.0, 4986.0, 1200.0, 39.45, 1200.0, 4940.36, 39.45, 4986.0, 1183.5, 1200.0, 29.14, 39.45, 4940.36, 39.45]",[6186.0],4986.0,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$4,986.00<<<     New Arrears     February 1, 2026, to March 30,  2026     $1,183.50     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-109080-25,L4,ExParte Order,2026-01-09,M1C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rKL3QIAW/LTB-L-109080-25-EX - January 9 2026.pdf,text,"[75.0, 742.58, 575.83, 1253.75, 44.85, 1364.11, 867.97, 44.85, 575.83, 403.65, 0.0, 1253.75, 593.7, 44.85, 867.97, 44.85]","[742.58, 867.97]",575.83,arrears,"eriod  Amount  Amount owing from previous  order   Up to September 30, 2025     >>>$575.83<<<     New Arrears     October 1, 2025 to January 9,  2026     $403.65  New NSF ch",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-023668-26,L4,ExParte Order,2026-03-23,N5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vy0E3IAI/LTB-L-023668-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-007697-26,L4,Order,2026-04-02,M3J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wyAdOIAU/LTB-L-007697-26-SA Certified.pdf,text,"[719.4, 8000.0, 2000.0, 500.0]",[],719.4,arrears,"d to pay the rent on January 1, 2026 and also failed to pay the arrears pay of  >>>$719.40<<< due on January 20, 2026.    The surrounding circumstances  2. For the reasons b","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-022495-26,L4,ExParte Order,2026-03-27,M5T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wJcL8IAK/LTB-L-022495-26-EX.pdf,text,"[0.0, 0.0, 39.45, 1200.0, 39.45, 39.45]",[0.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-085770-25,L4,Order,2026-01-16,M4C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000s6VQFIA2/LTB-L-085770-25-SA - January 16 2026.pdf,text,[324.0],[],324.0,arrears,", is set aside and cannot be enforced.  3. The Tenant shall pay to the Landlord >>>$324.00<<< for enforcement fees incurred on or before  February 1, 2026.  4. The Tenant sh",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-023140-26,L4,ExParte Order,2026-03-23,K7M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vzGeyIAE/LTB-L-023140-26-EX -L4-Signed.pdf,text,"[1135.68, 3783.99, 3783.99, 1049.52, 37.34, 1135.68, 3075.36, 37.34, 3783.99, 476.84, 1049.52, 135.95, 37.34, 3075.36, 37.34]",[3783.99],3783.99,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$3,783.99<<<     New Arrears     February 1, 2026, to March 23,  2026     $476.84     Less t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-033558-26,L4,ExParte Order,2026-04-21,K4P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yC9hhIAC/LTB-L-033558-26-EX.pdf,text,"[25000.0, 31486.0, 31486.0, 4200.0, 144.66, 4400.0, 29864.22, 144.66, 31486.0, 3037.86, 4200.0, 459.64, 144.66, 29864.22, 144.66]",[31486.0],31486.0,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$31,486.00<<<     New Arrears     April 1, 2026, to April 21, 2026     $3,037.86     Less the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-024694-26,L4,Order,2026-05-12,L5N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zJknDIAS/LTB-L-024694-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-032979-26,L4,ExParte Order,2026-04-20,M2J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xwsfhIAA/LTB-L-032979-26-EX.pdf,text,"[750.0, 8263.7, 4262.7, 1700.0, 60.19, 1830.71, 3019.68, 60.19, 4262.7, 620.77, 1700.0, 163.79, 60.19, 3019.68, 60.19]",[8263.7],4262.7,arrears,"Period  Amount  Amount owing from previous  order   Up to August 31, 2025     >>>$4,262.70<<<     New Arrears     September 1, 2025, to April  20, 2026     $620.77     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-022102-26,L4,ExParte Order,2026-03-30,M1P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wViTQIA0/LTB-L-022102-26-EX.pdf,text,"[2695.0, 8166.0, 7166.0, 2719.92, 88.6, 2695.0, 5535.15, 88.6, 7166.0, 1103.0, 2719.92, 13.93, 88.6, 5535.15, 88.6]",[8166.0],7166.0,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$7,166.00<<<     New Arrears  February 1, 2026 to March 30,  2026  $1,103.00     Less the re",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101620-25,L4,Review Order,2026-03-06,L1J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000utkgHIAQ/LTB-L-101620-25-SA-RV - March 6 2026.pdf,text,[3000.0],[],3000.0,other,"he unit with his 13-year-old daughter. The Tenant’s monthly income is less than >>>$3,000.00<<<  and is paid through ODSP and Child Tax Benefit.    14. Based on the evidence a","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-008159-26,L4,ExParte Order,2026-02-06,P7B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tQzgBIAS/LTB-L-008159-26-EX.pdf,text,[200.0],[],200.0,other,"et the following condition specified in the order:     The Tenant failed to pay >>>$200.00<<< towards the water bill on or before January 31,  2026.  3. The application also","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-013687-26,L4,ExParte Order,2026-02-17,M9P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u9DqgIAE/LTB-L-013687-26-EX(L4)-Signed.pdf,text,[558.0],[],558.0,other,"ied in the order:   The Tenant failed to pay to the Landlord the lawful rent of >>>$558.00<<< in full and on time, on or  before February 1, 2026.  It is ordered that:  1. O","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-035235-26,L4,ExParte Order,2026-04-27,N2C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yTusJIAS/LTB-L-035235-26-EX.pdf,text,"[1000.0, 5699.1, 3699.1, 2101.98, 69.11, 2102.02, 2947.98, 69.11, 3699.1, 1365.01, 2101.98, 14.15, 69.11, 2947.98, 69.11]",[5699.1],3699.1,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$3,699.10<<<     New Arrears     February 1, 2026, to April 27,  2026     $1,365.01     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-030467-26,L4,ExParte Order,2026-04-13,N8X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xaSTdIAM/LTB-L-030467-26-EX.pdf,text,"[1318.61, 7597.66, 7597.66, 1219.39, 43.35, 1318.61, 6865.07, 43.35, 7597.66, 563.55, 1219.39, 76.75, 43.35, 6865.07, 43.35]",[7597.66],7597.66,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$7,597.66<<<     New Arrears     April 1, 2026, to April 13, 2026     $563.55     Less the r",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-012434-26,L4,ExParte Order,2026-02-17,M2R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tsFGzIAM/LTB-L-012434-26-EX.pdf,text,"[2025.17, 500.0, 3069.72, 2594.89, 66.58, 2025.17, 2324.42, 66.58, 2594.89, 66.58, 2324.42, 66.58]",[3069.72],2594.89,arrears,"Period  Amount  Amount owing from previous  order   Up to December 31, 2025     >>>$2,594.89<<<     New Arrears  February 1, 2026 to February  17, 2026  -$(270.47)     Plus da",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-107963-25,L4,Order,2026-02-03,L1H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sxoBPIAY/LTB-L-107963-25-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-103765-25,L4,Order,2026-01-05,M4X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qODRGIA4/LTB-L-103765-25-EX.pdf,text,"[2266.71, 4134.44, 1541.44, 2214.72, 74.52, 2266.71, 4043.44, 74.52, 1541.44, 4772.73, 2214.72, 56.01, 74.52, 4043.44, 74.52]",[4134.44],4772.73,arrears,"er 30, 2025     $1,541.44     New Arrears  October 1, 2025 to January 5,  2026  >>>$4,772.73<<<     Less the rent deposit:     -$2,214.72        Less the interest owing on the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-022565-26,L4,ExParte Order,2026-03-16,M4C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vZkFFIA0/LTB-L-022565-26-EX - March 16 2026.pdf,text,"[5674.17, 4974.17, 1355.18, 45.11, 1372.05, 4320.51, 45.11, 4974.17, 721.71, 1355.18, 20.19, 45.11, 4320.51, 45.11]",[5674.17],4974.17,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$4,974.17<<<     New Arrears     March 1, 2026, to March 16,  2026     $721.71     Less the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-033365-26,L4,ExParte Order,2026-04-20,K1N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yCn0tIAC/LTB-L-033365-26-EX.pdf,text,"[2060.3, 6968.7, 5968.7, 2060.3, 67.74, 2060.3, 5228.35, 67.74, 5968.7, 1354.8, 2060.3, 34.85, 67.74, 5228.35, 67.74]",[6968.7],5968.7,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$5,968.70<<<     New Arrears     April 1, 2026, to April 20, 2026     $1,354.80     Less the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100052-25,L4,Order,2026-02-02,N1H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000szOOAIA2/LTB-L-100052-25-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-000081-26,L4,ExParte Order,2026-01-19,M9W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sBotfIAC/LTB-L-000081-26-EX - January 19 2026.pdf,text,"[4086.0, 3886.0, 19.73, 600.0, 4260.87, 19.73, 3886.0, 374.87, 19.73, 4260.87, 19.73]",[4086.0],4260.87,arrears,"Landlord on or after January 31, 2026.  5. The Tenant shall pay to the Landlord >>>$4,260.87<<<*. (Less any payments made by the  Tenant after this application was filed on Ja",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-022711-26,L4,ExParte Order,2026-03-17,L4Z,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000venUIIAY/LTB-L-022711-26-EX - March 17 2026.pdf,text,"[501.33, 6186.0, 4151.0, 407.26, 45.34, 1379.0, 6528.74, 45.34, 4151.0, 2786.78, 407.26, 1.78, 45.34, 6528.74, 45.34]",[6186.0],6528.74,arrears,"Landlord on or after March 29, 2026.  5. The Tenants shall pay to the Landlord >>>$6,528.74<<<*. (Less any payments made by the  Tenants after this application was filed on M",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-021555-26,L4,ExParte Order,2026-03-13,K2B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vQqADIA0/LTB-L-021555-26-EX-Signed.pdf,text,"[1388.0, 3294.25, 25152.0, 20988.0, 108.3, 3294.25, 46583.15, 108.3, 20988.0, 25595.15, 108.3, 46583.15, 108.3]",[25152.0],46583.15,arrears,"e Landlord on or after March 25, 2026.  5. The Tenant shall pay to the Landlord >>>$46,583.15<<<. (Less any payments made by the  Tenant after this application was filed on Mar",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015355-26,L4,Order,2026-04-08,L8N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x3JKMIA2/LTB-L-015355-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-036203-26,L4,ExParte Order,2026-05-01,N2M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yljaDIAQ/LTB-L-036203-26-EX.pdf,text,"[2545.0, 575.0, 15456.0, 12910.0, 50.0, 83.67, 2545.0, 15487.74, 83.67, 12910.0, 2628.67, 50.0, 0.93, 83.67, 15487.74, 83.67]",[15456.0],15487.74,arrears,"the Landlord on or after May 13, 2026.  5. The Tenant shall pay to the Landlord >>>$15,487.74<<<*. (Less any payments made by the  Tenant after this application was filed on Ap",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-104949-25,L4,Order,2026-01-30,P0A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000t64FsIAI/LTB-L-104949-25-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-107113-25,L4,ExParte Order,2026-01-07,N1E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qop9TIAQ/LTB-L-107113-25-EX - January 7 2026.pdf,text,"[186.0, 186.0, 4.57, 139.0, 186.0, 4.57, 186.0, 0.0, 4.57, 186.0, 4.57]",[186.0],186.0,arrears,"Landlord on or after January 19, 2026.  5. The Tenant shall pay to the Landlord >>>$186.00<<<*. This amount represents the unpaid  compensation for damage the costs related",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-024291-26,L4,Order,2026-05-11,L8R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zFXesIAG/LTB-L-024291-26-SA.pdf,text,"[6386.88, 1000.0, 7091.88]",[],6386.88,arrears,"spute Resolution Officer, the parties agreed that the  Tenant owed the Landlord >>>$6,386.88<<< in arrears and costs to the end of February 2026.  2. The Tenant agreed to pay","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-041223-26,L4,ExParte Order,2026-05-19,L8K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zuFpGIAU/LTB-L-041223-26-EX.pdf,text,"[13541.86, 12563.86, 1305.0, 46.76, 1422.19, 12015.22, 46.76, 12563.86, 888.44, 1305.0, 132.08, 46.76, 12015.22, 46.76]",[13541.86],12563.86,arrears,"g  Period  Amount  Amount owing from previous  order   Up to April 30, 2026     >>>$12,563.86<<<     New Arrears     May 1, 2026, to May 19, 2026     $888.44     Less the rent",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-038402-26,L4,ExParte Order,2026-05-11,L3V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zRrd3IAC/LTB-L-038402-26-EX.pdf,text,"[350.0, 7388.04, 7388.04, 1395.0, 52.0, 1581.71, 6370.54, 52.0, 7388.04, 572.0, 1395.0, 194.5, 52.0, 6370.54, 52.0]",[7388.04],7388.04,arrears,"g  Period  Amount  Amount owing from  previous order   Up to March 31, 2026     >>>$7,388.04<<<     New Arrears     May 1, 2026, to May 11, 2026     $572.00     Less the rent",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-038452-26,L4,ExParte Order,2026-05-08,L5N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zSO5xIAG/LTB-L-038452-26-EX - May 8 2026.pdf,text,"[534.9, 8274.9, 3171.9, 1257.29, 46.42, 1412.0, 6228.81, 46.42, 3171.9, 4323.46, 0.0, 1257.29, 9.26, 46.42, 6228.81, 46.42]",[8274.9],6228.81,arrears,"the Landlord on or after May 20, 2026.  5. The Tenant shall pay to the Landlord >>>$6,228.81<<<*. (Less any payments made by the  Tenant after this application was filed on Ma",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015649-26,L4,Order,2026-04-10,M6M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x5xYZIAY/LTB-L-015649-26-SA.pdf,text,"[3370.0, 18406.0, 11751.5, 3370.0, 110.79, 3370.0, 8245.64, 110.79, 11751.5, 120.36, 80.0, 3370.0, 95.5, 110.79, 8245.64, 110.79]",[],11751.5,arrears,"nt  Amount owing from previous  mediated settlement   Up to August 31, 2025     >>>$11,751.50<<<     New Arrears     to February 27, 2026     -$120.36  New NSF cheque charges a",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-088949-25,L4,Order,2026-02-06,L3X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tDKNqIAO/LTB-L-088949-25-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-042070-26,L4,ExParte Order,2026-05-19,N5W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N30000103YeAIAU/LTB-L-042070-26-EX - May 19 2026.pdf,text,"[866.42, 541.98, 1500.0, 53.95, 1640.93, 1532.91, 53.95, 541.98, 1500.0, 19.94, 53.95, 53.95]","[866.42, 1532.91]",541.98,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$541.98<<<     New Arrears     May 1, 2026, to May 19, 2026     $(554.95)     Less the ren",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-012056-26,L4,ExParte Order,2026-05-01,L0E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z2ELXIA2/LTB-L-012056-26-VO.pdf,text,[13436.0],[],13436.0,other,"became enforceable.  2. The Tenant's total payment to the Landlord is at least >>>$13,436.00<<<, the amount required to  void order LTB-L-012056-26 if the payment was to be ma","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-004996-26,L4,Order,2026-03-18,L6V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v7yprIAA/LTB-L-004996-26-SA eng.pdf,text,"[4586.0, 4586.0, 2500.0, 82.19, 2500.0, 48100.0, 4400.0, 186.0, 2500.0, 220.01, 7086.0, 2852.27, 82.19, 6900.0, 186.0, 7086.0, 5386.28, 186.0, 2500.0, 220.01, 2852.27, 50000.0, 82.19]","[6900.0, 186.0, 7086.0, 5386.28, 186.0, 2500.0]",2500.0,stated_total,", with respect to LTB-L-089533-24 is  amended as follows  3. The lawful rent is >>>$2,500.00<<<. It is due on the 15th day of each month.  4. Based on the Monthly rent, the da","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-021416-26,L4,Order,2026-05-06,N2M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z8EylIAE/LTB-L-021416-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-092828-25,L4,Order,2026-02-05,L4N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tJ1C7IAK/LTB-L-092828-25-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-108371-25,L4,Order,2026-01-26,L6T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000shffFIAQ/LTB-L-108371-25-SA-CERT.pdf,text,[],[],,,,no dollar amount found
LTB-L-025384-26,L4,ExParte Order,2026-03-31,L6P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wkEpmIAE/LTB-L-025384-26-EX L4.pdf,text,"[6000.0, 42000.0, 42000.0, 197.26, 6000.0, 42000.0, 197.26, 42000.0, 197.26, 42000.0, 197.26]",[42000.0],42000.0,arrears,"Landlord on or after April 12, 2026.  5. The Tenants shall pay to the Landlord >>>$42,000.00<<<*. (Less any payments made by the  Tenants after this application was filed on M",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005541-26,L4,Order,2026-01-26,L4B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000seD5xIAE/LTB-L-005541-26-EX.pdf,text,"[9486.0, 10986.0, 480.0, 3400.0, 111.78, 3400.0, 36.8, 111.78, 480.0, 2906.28, 3400.0, 23.08, 111.78, 36.8, 111.78]",[10986.0],2906.28,arrears,"2025     $480.00     New Arrears     January 1, 2026, to January  26, 2026     >>>$2,906.28<<<     Less the rent deposit:     -$3,400.00        Less the interest owing on the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-017579-26,L4,Order,2026-04-10,K0C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xAHVRIA4/LTB-L-017579-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-023210-26,L4,ExParte Order,2026-03-20,M9V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000voipsIAA/LTB-L-023210-26-EX.pdf,text,"[2716.25, 2894.25, 2894.25, 2650.0, 89.3, 2716.25, 2030.25, 89.3, 2894.25, 1786.0, 2650.0, 89.3, 2030.25, 89.3]",[2894.25],2894.25,arrears,"Period  Amount  Amount owing from previous  order   Up to February 28, 2026     >>>$2,894.25<<<     New Arrears     March 1, 2026, to March 20,  2026     $1,786.00     Less th",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-016465-26,L4,ExParte Order,2026-03-02,L1T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uhUqhIAE/LTB-L-016465-26-Signed.pdf,text,"[4457.4, 4457.4, 4457.4, 5.0, 152.0, 4457.4, 5.0, 4457.4, 0.0, 5.0, 4457.4, 5.0]","[4457.4, 4457.4]",4457.4,arrears,"e Landlord on or after March 14, 2026.  5. The Tenant shall pay to the Landlord >>>$4,457.40<<<*. This amount represents the unpaid  compensation for damages and the costs rel",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-014377-26,L4,ExParte Order,2026-03-03,K1H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uQ0x0IAC/LTB-L-014377-26 EX fre.pdf,text,[],[],,,,no dollar amount found
LTB-L-010225-26,L4,ExParte Order,2026-02-09,M1K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tScU9IAK/LTB-L-010225-26-EX.pdf,text,[],[],,,,no dollar amount found
